,bond_kor_10_cr,bond_kor_10_cr_2,bond_kor_2_cr,bond_kor_2_cr_2,kosdaq_cr,kosdaq_cr_2,kospi_cr,kospi_cr_2,krw_cr,krw_cr_2,dji_cr,dji_cr_2,dji_f_cr,dji_f_cr_2,dxy_cr,dxy_cr_2,ixic_f_cr,ixic_f_cr_2,ixic_cr,ixic_cr_2,spx_f_cr,spx_f_cr_2,sox_cr,sox_cr_2,spx_cr,spx_cr_2,bond_usa_10_cr,bond_usa_10_cr_2,bond_usa_2_cr,bond_usa_2_cr_2,bond_usa_3m_cr,bond_usa_3m_cr_2,vix_cr,vix_cr_2,wti_cr,wti_cr_2,spsy_cr,spsy_cr_2,spny_cr,spny_cr_2,spxhc_cr,spxhc_cr_2,splrcd_cr,splrcd_cr_2,splrci_cr,splrci_cr_2,splrcu_cr,splrcu_cr_2,splrcs_cr,splrcs_cr_2,splrct_cr,splrct_cr_2,splrcl_cr,splrcl_cr_2,splrcm_cr,splrcm_cr_2,ixbk_cr,ixbk_cr_2,ixfn_cr,ixfn_cr_2,ixid_cr,ixid_cr_2,ixis_cr,ixis_cr_2,ixk_cr,ixk_cr_2,ixtr_cr,ixtr_cr_2,ixut_cr,ixut_cr_2,nbi_cr,nbi_cr_2,bkx_cr,bkx_cr_2
2023-07-19,-0.35%,-1.05691,-0.85%,-0.76398,1.76,1.99268,-0.43,-0.78682,+0.14%,-0.34585,1.06%,1.28343,1.09,1.33802,0.1,0.03003,0.85,1.78728,0.76%,1.70005,0.75,1.12415,0.13%,2.45174,+0.71%,1.10001,-0.51,-1.0705,0.45,-0.08389,0.17,0.01848,-1.34%,-0.29985,2.16,0.43755,1.12%,2.14051,0.98%,0.8555,0.70%,0.26455,0.28%,0.59485,0.57%,0.98962,-0.78%,-1.94607,-0.13%,-0.42462,1.26%,2.60767,0.38%,-0.26951,0.78%,0.85471,3.41%,5.32815,0.54%,0.7401,0.35%,1.12759,0.56%,2.23927,0.96%,2.11933,1.98%,2.38607,0.96%,0.90523,0.33%,1.0087,3.03%,4.13223
2023-07-20,-2.22%,-2.5655,-0.88%,-1.71756,1.05,2.83093,0.02,-0.41084,+0.16%,0.29846,0.31%,1.3759,0.32,1.40954,0.34,0.44071,-0.1,0.74807,0.03%,0.79375,0.2,0.94977,-1.06%,-0.92904,+0.24%,0.94919,-1.08,-1.60147,0.09,0.54829,0.0,0.16657,3.46%,2.07716,-0.53,1.61834,0.45%,1.57682,0.52%,1.50741,0.49%,1.19826,0.52%,0.79959,-0.05%,0.51496,1.02%,0.23536,0.93%,0.79901,-0.27%,0.98124,0.23%,0.61488,-0.52%,0.25546,2.38%,5.87663,1.18%,1.72829,0.52%,0.87429,0.19%,0.7475,-0.39%,0.56795,0.78%,2.76976,1.03%,1.99714,0.39%,0.72438,2.61%,5.7239
2023-07-21,+0.90%,-1.3421,+1.14%,0.24746,0.85,1.90999,-0.31,-0.2834,+0.76%,0.91545,0.47%,0.78179,0.42,0.73701,0.6,0.94056,-2.3,-2.3944,-2.05%,-2.02269,-0.69,-0.48499,-3.62%,-4.64584,-0.68%,-0.44149,2.88,1.76828,1.61,1.70025,0.07,0.07391,1.67%,5.18797,0.37,-0.15842,0.69%,1.14497,1.29%,1.82223,1.65%,2.1511,-3.40%,-2.8957,0.41%,0.35575,1.85%,2.88846,0.79%,1.7302,-2.04%,-2.30912,-2.48%,-2.26096,0.24%,-0.2743,-0.06%,2.32377,-0.83%,0.34575,-2.55%,-2.04554,1.67%,1.86056,-2.37%,-2.75205,-0.20%,0.5687,0.75%,1.78678,-0.30%,0.09052,0.69%,3.32633
2023-07-24,+0.97%,1.87675,+0.36%,1.49792,0.32,1.17568,0.37,0.05828,+0.76%,1.51941,0.01%,0.47483,-0.01,0.41131,0.19,0.78779,-0.34,-2.627,-0.22%,-2.26501,-0.02,-0.70154,0.96%,-2.70434,+0.03%,-0.64349,-0.5,2.3746,0.01,1.63591,0.15,0.22173,-2.79%,-1.16279,1.9,2.28268,-0.34%,0.34914,0.81%,2.11513,1.01%,2.6779,0.04%,-3.36497,-0.46%,-0.05393,1.50%,3.37345,0.34%,1.13477,-0.31%,-2.34766,-0.50%,-2.97474,0.00%,0.24339,-1.33%,-1.38554,0.09%,-0.73985,-0.11%,-2.66241,0.36%,2.03484,-0.38%,-2.74037,-0.98%,-1.18298,0.05%,0.79945,0.69%,0.38423,-0.97%,-0.28435
2023-07-25,0.00%,0.0,+0.72%,0.71507,-0.5,-0.18248,0.72,1.08837,-0.45%,-0.44628,0.52%,0.5282,0.55,0.51698,0.27,0.4659,0.04,0.13674,0.19%,-0.03157,0.43,0.41076,-0.18%,0.77705,+0.40%,0.43596,1.08,0.57054,1.64,1.65119,-0.11,0.03693,2.28%,-0.57184,2.17,4.11212,1.01%,0.66798,1.66%,2.48516,-0.23%,0.77806,0.52%,0.5604,0.24%,-0.22236,-0.28%,1.21108,0.38%,0.72438,0.26%,-0.05617,0.46%,-0.04147,0.31%,0.30919,2.11%,0.75145,0.56%,0.65243,0.30%,0.18888,-0.26%,0.10478,0.32%,-0.05949,-0.55%,-1.52403,0.69%,0.73732,-1.48%,-0.8043,1.71%,0.72292
2023-07-26,+1.32%,1.3205,+0.79%,1.51265,1.08,0.57566,0.3,1.02308,-0.33%,-0.81374,0.08%,0.5972,0.06,0.61891,0.0,0.27704,0.72,0.7586,0.61%,0.79635,0.27,0.70114,1.70%,1.52534,+0.28%,0.68602,0.31,1.38129,-0.95,0.68097,0.31,0.2028,-0.36%,1.91176,1.13,3.32166,-0.73%,0.27288,0.57%,2.23566,-0.06%,-0.29476,-0.23%,0.29653,-0.13%,0.10684,0.22%,-0.06612,-0.05%,0.3332,1.19%,1.44873,0.42%,0.88922,1.76%,2.07709,-0.92%,1.16692,-0.12%,0.44045,-0.11%,0.19196,-0.24%,-0.49642,1.18%,1.49841,-0.00%,-0.55026,0.12%,0.81019,-0.24%,-1.71786,-1.61%,0.06844
2023-07-27,-0.62%,0.68776,-0.43%,0.355,-4.18,-3.14765,-1.67,-1.37605,-0.42%,-0.75364,0.23%,0.30748,0.22,0.28948,-0.46,-0.45387,-0.4,0.3181,-0.12%,0.4866,-0.02,0.25635,-1.49%,0.19094,-0.02%,0.26588,-0.45,-0.12893,-0.6,-1.52284,0.06,0.36914,-4.83%,-5.17613,-1.07,0.0508,0.65%,-0.08611,-0.09%,0.47735,-0.08%,-0.14141,-0.06%,-0.2883,0.66%,0.53184,-0.05%,0.17012,0.21%,0.15968,-1.30%,-0.1239,2.65%,3.08409,-0.28%,1.47311,3.66%,2.70033,0.50%,0.37652,-0.01%,-0.12218,1.01%,0.76414,-0.30%,0.87477,1.13%,1.12845,-0.71%,-0.59378,-0.29%,-0.53245,1.88%,0.2355
2023-07-28,-0.63%,-1.24898,-1.31%,-1.73395,-1.87,-5.97579,0.44,-1.2384,+1.02%,0.59553,-0.67%,-0.43837,-0.71,-0.4859,0.88,0.41441,-0.25,-0.6508,-0.55%,-0.66774,-0.67,-0.69082,1.86%,0.34618,-0.64%,-0.65791,3.34,2.87918,1.58,0.96331,-0.02,0.0368,9.25%,3.96826,1.66,0.57767,-1.29%,-0.64805,-0.54%,-0.63237,-0.77%,-0.84392,-0.87%,-0.92792,-0.82%,-0.16062,-1.73%,-1.77231,-0.81%,-0.60256,-0.34%,-1.63033,0.85%,3.52553,-0.67%,-0.95144,-1.37%,2.23184,-1.61%,-1.11758,-1.46%,-1.47934,-2.74%,-1.75891,-0.05%,-0.34874,-1.01%,0.1041,1.10%,0.38247,-0.66%,-0.94804,-1.20%,0.66111
2023-07-31,+2.47%,1.8306,+1.32%,0.0,3.39,1.45565,0.17,0.61566,-0.85%,0.15974,0.50%,-0.17126,0.45,-0.25782,-0.15,0.72356,1.78,1.51658,1.90%,1.34053,0.93,0.24482,2.22%,4.11935,+0.99%,0.33897,-1.14,2.16886,-0.84,0.72165,-0.09,-0.11033,-7.49%,1.06141,0.61,2.28484,0.14%,-1.15925,0.09%,-0.4508,0.29%,-0.4735,1.85%,0.97097,0.62%,-0.20454,-0.26%,-1.98612,0.99%,0.16946,1.48%,1.13506,2.30%,3.17517,0.69%,0.02051,1.00%,-0.39143,1.25%,-0.38256,2.05%,0.55671,-0.34%,-3.07043,2.05%,1.99737,2.13%,1.0988,-0.09%,1.01424,1.71%,1.03833,0.79%,-0.41396
2023-08-01,+0.72%,0.72367,+1.03%,1.03373,2.43,5.90412,0.93,1.10492,+0.40%,0.39518,0.28%,0.78456,0.29,0.74511,0.23,0.08843,0.06,1.83996,0.21%,2.1061,0.17,1.10095,0.26%,2.47753,+0.15%,1.13611,0.26,-0.87456,0.0,-0.83232,-0.15,-0.2391,2.25%,-5.41291,1.51,2.1351,0.44%,0.58037,2.00%,2.09538,-0.79%,-0.502,0.56%,2.41893,0.23%,0.84975,0.03%,-0.2314,-0.46%,0.52648,0.13%,1.60827,-0.03%,2.27031,0.52%,1.21386,0.07%,1.06795,0.93%,2.19138,0.59%,2.6558,0.14%,-0.20264,0.08%,2.12486,-0.21%,1.91569,-0.18%,-0.26285,-0.09%,1.61552,0.37%,1.16634
2023-08-02,-0.93%,-0.21442,-0.78%,0.24483,0.4,2.83779,1.31,2.25241,+0.87%,1.22586,0.20%,0.48334,0.17,0.46359,0.44,0.66916,-0.25,-0.19088,-0.43%,-0.22875,-0.29,-0.11397,-0.09%,0.16745,-0.27%,-0.12003,1.77,2.02173,0.43,0.42989,0.11,-0.03682,2.20%,4.50113,-0.53,0.98039,-0.03%,0.41374,-0.46%,1.52777,-0.51%,-1.30212,-1.15%,-0.59853,0.32%,0.5462,-1.26%,-1.22464,-0.51%,-0.96618,0.09%,0.21529,-0.29%,-0.32075,-0.44%,0.06894,-0.70%,-0.6258,-0.32%,0.61362,-0.98%,-0.39762,-0.20%,-0.06038,-0.12%,-0.04556,-0.46%,-0.67311,0.36%,0.1786,-0.90%,-0.98677,-1.00%,-0.62915
2023-08-03,+2.04%,1.09101,+0.87%,0.08078,-3.18,-2.8003,-1.9,-0.61195,+0.77%,1.64885,-0.98%,-0.77901,-0.99,-0.81804,0.28,0.71667,-2.18,-2.42472,-2.17%,-2.59702,-1.39,-1.67407,-3.80%,-3.88514,-1.38%,-1.64678,1.3,3.10058,-0.42,0.0,-0.09,0.01844,15.51%,18.04842,-2.31,-2.82396,-0.89%,-0.91575,-1.34%,-1.79676,0.06%,-0.45459,-1.84%,-2.97023,-1.08%,-0.76872,-0.01%,-1.2624,0.25%,-0.2606,-2.59%,-2.50636,-2.07%,-2.35866,-1.23%,-1.67197,-0.42%,-1.11087,-1.18%,-1.49725,-1.75%,-2.71958,1.44%,1.23578,-2.79%,-2.91068,-0.93%,-1.38293,-0.47%,-0.11364,-0.68%,-1.57458,-1.10%,-2.08193
2023-08-04,+0.87%,2.92775,+0.46%,1.32972,1.16,-2.05923,-0.42,-2.31265,+0.01%,0.77657,-0.19%,-1.16413,-0.26,-1.24451,-0.05,0.2346,-0.22,-2.39296,-0.10%,-2.26962,-0.34,-1.72779,-0.09%,-3.89118,-0.25%,-1.63523,2.19,3.51746,-0.04,-0.46881,0.22,0.12891,-1.06%,14.28571,2.59,0.22121,0.07%,-0.81727,0.95%,-0.40097,-0.50%,-0.43955,0.34%,-1.50645,-0.61%,-1.68522,-2.29%,-2.2953,-0.17%,0.07972,-0.32%,-2.89914,-0.17%,-2.23942,-0.60%,-1.82841,1.04%,0.61667,-0.98%,-2.15204,0.23%,-1.52595,0.54%,1.98277,-0.21%,-2.99355,-0.26%,-1.18187,0.20%,-0.26984,-0.28%,-0.95946,0.67%,-0.42962
2023-08-07,+1.25%,2.13214,+0.62%,1.07614,-0.21,0.953,-0.1,-0.52246,+0.39%,0.39648,-0.43%,-0.61475,-0.45,-0.70615,-0.51,-0.55561,-0.55,-0.76908,-0.36%,-0.45951,-0.53,-0.86506,-0.24%,-0.33409,-0.53%,-0.78345,-3.29,-1.17359,-2.35,-2.39509,-0.13,0.09217,7.41%,6.27719,1.56,4.18921,-0.43%,-0.36075,0.03%,0.97723,-0.36%,-0.8593,1.91%,2.25786,-0.65%,-1.2602,-1.21%,-3.46991,-1.02%,-1.19028,-1.49%,-1.80519,-0.31%,-0.47513,-0.27%,-0.87094,0.03%,1.07175,-0.54%,-1.51422,1.14%,1.36923,0.06%,0.60024,-1.36%,-1.55851,-1.58%,-1.82905,-0.72%,-0.52043,0.42%,0.13801,-0.19%,0.48011
2023-08-08,-1.60%,-1.60041,-1.01%,-1.01091,-2.2,-2.40134,-0.85,-0.94727,+0.25%,0.24692,1.16%,0.73046,1.16,1.14073,0.03,-0.47786,0.86,0.30281,0.61%,0.24843,0.88,0.35385,1.09%,0.84491,+0.90%,0.36762,1.36,-1.96219,0.17,-2.1708,0.07,-0.05518,-7.78%,-0.94221,-1.06,0.47823,1.36%,0.92872,0.15%,0.1749,1.18%,0.81511,1.10%,3.02807,1.26%,0.59597,-0.02%,-1.22939,0.85%,-0.17828,0.27%,-1.23229,1.88%,1.57014,0.70%,0.42484,1.04%,1.06939,0.61%,0.06709,0.97%,2.11696,0.90%,0.95913,0.56%,-0.80551,0.65%,-0.93637,0.99%,0.2609,-0.56%,-0.14185,0.92%,0.72669
2023-08-09,-1.89%,-3.45896,-0.62%,-1.62277,-0.65,-2.84072,-0.26,-1.10727,+0.72%,0.97159,-0.45%,0.70972,-0.45,0.71134,0.47,0.4999,-0.85,0.00163,-0.79%,-0.17916,-0.42,0.45576,-1.60%,-0.53471,-0.42%,0.47677,-1.67,-0.34636,-0.35,-0.16779,0.52,0.58932,1.40%,-6.49123,1.2,0.12074,-0.87%,0.47756,0.49%,0.63613,0.78%,1.97614,-0.87%,0.22191,-0.46%,0.79221,0.49%,0.47128,-0.66%,0.18778,-0.78%,-0.51253,-0.23%,1.64637,-1.05%,-0.35943,-1.31%,-0.28788,-0.59%,0.01474,-0.88%,0.08546,-1.65%,-0.76706,-0.87%,-0.31479,-0.74%,-0.09697,-0.05%,0.93194,0.66%,0.09605,-1.22%,-0.30717
2023-08-10,+0.75%,-1.15425,+0.35%,-0.26874,1.86,1.19792,1.21,0.94586,-0.28%,0.44213,-0.54%,-0.98601,-0.55,-0.99004,-0.04,0.43116,-1.15,-1.98411,-1.17%,-1.94636,-0.72,-1.14594,-1.87%,-3.44787,-0.70%,-1.12273,-0.3,-1.97706,1.06,0.69081,-0.29,0.22083,-0.19%,1.20482,1.78,3.0022,-0.78%,-1.64475,1.22%,1.71592,-0.05%,0.72902,-1.20%,-2.05742,-0.09%,-0.54604,0.17%,0.66548,0.13%,-0.53072,-1.51%,-2.27462,-1.24%,-1.47143,-0.47%,-1.51086,-1.32%,-2.61007,-0.75%,-1.33861,-0.87%,-1.73432,0.10%,-1.54449,-1.60%,-2.45588,-1.09%,-1.8215,0.03%,-0.01927,0.37%,1.02424,-1.67%,-2.86326
2023-08-11,+0.48%,1.22995,+0.62%,0.9735,0.25,2.12363,-0.14,1.07149,+0.29%,0.01367,0.15%,-0.39174,0.14,-0.40684,0.03,-0.00975,0.15,-0.99647,0.12%,-1.05392,0.0,-0.7248,-0.37%,-2.23948,+0.03%,-0.67898,2.27,1.96127,0.83,1.89076,-0.17,-0.45771,-0.69%,-0.87554,-1.87,-0.1206,0.08%,-0.70179,0.08%,1.30168,-0.04%,-0.09734,0.27%,-0.92849,-0.28%,-0.36751,-0.32%,-0.14409,-0.20%,-0.07522,0.01%,-1.49976,0.43%,-0.82083,0.09%,-0.37791,-0.15%,-1.46209,-0.34%,-1.09142,0.27%,-0.59735,-0.60%,-0.49081,0.04%,-1.55937,-0.11%,-1.1984,0.91%,0.94022,0.25%,0.62045,0.19%,-1.48351
2023-08-14,+1.06%,1.53928,-0.24%,0.37726,0.1,0.35424,-0.4,-0.53203,+1.02%,1.31142,0.30%,0.44995,0.28,0.42327,0.31,0.3415,-0.69,-0.54354,-0.68%,-0.56238,-0.11,-0.11146,-2.29%,-2.65699,-0.11%,-0.08192,1.23,3.53586,0.87,1.70478,-0.09,-0.25707,-6.37%,-7.01754,0.45,-1.43365,0.21%,0.28188,1.56%,1.63813,0.57%,0.52578,-0.28%,-0.00822,0.10%,-0.17795,0.51%,0.19588,0.19%,-0.01783,-0.88%,-0.87313,-0.48%,-0.05778,-0.27%,-0.18025,0.28%,0.13368,-0.15%,-0.49661,-0.29%,-0.02395,0.52%,-0.07909,-0.92%,-0.87921,-0.33%,-0.44272,0.38%,1.28934,0.39%,0.64289,0.39%,0.58025
2023-08-16,+1.54%,1.5445,+1.08%,1.07672,-1.15,-1.05455,-0.79,-1.17968,+0.49%,0.48861,-1.02%,-0.94953,-1.03,-0.9731,0.02,0.35978,-1.07,0.07121,-1.14%,-0.10114,-1.15,-0.597,-1.70%,1.12134,-1.16%,-0.58669,0.42,1.46705,-0.3,1.36958,0.17,0.34978,11.07%,10.91643,-1.84,-2.64455,-1.80%,-1.97797,-2.44%,-2.76629,-0.36%,-0.03103,-1.37%,-0.98018,-1.27%,-1.2446,-1.69%,-2.50779,-1.02%,-1.53344,-0.91%,0.92292,-1.01%,0.01334,-1.65%,-1.45805,-2.95%,-4.5958,-1.47%,-1.64536,-1.59%,-1.35622,-1.21%,-1.50823,-1.01%,0.78512,-1.54%,-1.33312,-0.31%,0.24507,-0.27%,-0.49421,-2.75%,-4.36137
2023-08-17,-0.62%,-0.07734,-0.56%,-0.61252,-2.59,-3.71739,-1.76,-2.53236,+0.36%,0.33064,-0.52%,-1.53477,-0.53,-1.55495,0.22,0.23258,-1.09,-2.14797,-1.15%,-2.27511,-0.76,-1.90857,-2.08%,-3.74421,-0.76%,-1.9019,0.94,1.35682,0.18,-0.12065,0.0,0.16538,1.94%,13.22538,-1.99,-3.79348,-0.21%,-2.00408,-0.90%,-3.32476,-0.78%,-1.13288,-1.27%,-2.62316,-0.55%,-1.82018,0.46%,-1.2413,-0.28%,-1.29184,-0.88%,-1.7896,-1.21%,-2.20521,-0.66%,-2.29891,-0.87%,-3.79765,-2.96%,-4.38726,-1.25%,-2.82525,0.23%,-0.98558,-0.99%,-1.98742,-0.79%,-2.31408,-1.01%,-1.31563,-1.21%,-1.47306,-0.89%,-3.61375
2023-08-18,+2.84%,2.20513,+1.53%,0.95923,0.88,-1.73454,-0.23,-1.98454,-0.15%,0.21326,-0.84%,-1.34939,-0.82,-1.34545,0.14,0.3488,-1.1,-2.17456,-1.17%,-2.30445,-0.8,-1.5604,-0.97%,-3.02789,-0.77%,-1.521,0.6,1.54065,-0.64,-0.4638,-0.06,-0.05504,6.62%,8.68773,1.27,-0.74083,-0.50%,-0.70898,1.11%,0.19615,-0.76%,-1.53537,-1.58%,-2.83535,-0.84%,-1.39017,-0.33%,0.12219,-1.01%,-1.28958,-0.96%,-1.83974,-0.59%,-1.78754,-0.18%,-0.84605,-0.00%,-0.87457,-4.22%,-7.06291,-1.50%,-2.73176,-1.31%,-1.08687,-0.97%,-1.94495,-1.33%,-2.10636,0.35%,-0.66933,-0.52%,-1.72393,-0.02%,-0.91688
2023-08-21,-1.71%,1.08359,-1.58%,-0.08039,-0.98,-0.11044,-0.61,-0.83702,-0.01%,-0.15285,0.07%,-0.76247,0.08,-0.73519,-0.19,-0.04834,-0.23,-1.32677,-0.20%,-1.36441,-0.04,-0.84276,0.48%,-0.49827,-0.01%,-0.78604,-0.78,-0.1644,0.14,-0.48319,-0.06,-0.11007,-3.30%,3.09892,1.07,2.35576,-0.13%,-0.62409,0.94%,2.05954,-0.01%,-0.77369,-0.32%,-1.90134,0.12%,-0.72275,0.39%,0.05302,0.37%,-0.64724,0.11%,-0.85373,-0.98%,-1.5663,-0.08%,-0.26689,-0.15%,-0.15138,-1.36%,-5.5227,-0.22%,-1.719,0.18%,-1.1387,-0.15%,-1.12187,0.84%,-0.50302,-0.28%,0.06714,0.04%,-0.48147,-0.43%,-0.4504
2023-08-22,+1.84%,1.84379,+1.93%,1.93289,1.3,0.30134,0.17,-0.43852,0.00%,-0.00149,-0.11%,-0.0323,-0.12,-0.03475,-0.07,-0.26069,1.64,1.40581,1.56%,1.35662,0.68,0.63861,2.83%,3.31916,+0.69%,0.67294,2.15,1.35387,1.3,1.43841,-0.02,-0.07342,-0.98%,-4.24818,-0.65,0.4105,-0.09%,-0.21617,-0.62%,0.30785,0.09%,0.08555,1.15%,0.82077,-0.14%,-0.01898,-0.60%,-0.20966,-0.64%,-0.27125,2.26%,2.37671,0.80%,-0.18562,0.02%,-0.06292,-0.80%,-0.94606,0.66%,-0.70015,1.06%,0.83917,-0.23%,-0.05809,2.14%,1.98505,0.11%,0.94311,0.10%,-0.17921,1.53%,1.57627,-0.27%,-0.69402
2023-08-23,+0.23%,2.07426,-0.11%,1.8255,0.52,1.82488,0.28,0.44879,+0.05%,-0.02686,-0.51%,-0.61399,-0.52,-0.63938,0.25,0.17411,-0.18,1.45483,0.06%,1.61834,-0.3,0.37648,-0.93%,1.87568,-0.28%,0.40827,-0.23,1.90543,0.82,2.12422,0.33,0.31221,-0.93%,-1.90751,-0.46,-1.10769,-0.88%,-0.96864,-0.77%,-1.38578,-0.37%,-0.27406,0.09%,1.23941,-0.20%,-0.34115,0.26%,-0.33353,-0.53%,-1.16583,-0.24%,2.01525,0.18%,0.98309,-0.08%,-0.05707,-2.57%,-3.35208,6.69%,7.40176,-0.06%,1.00721,-0.76%,-0.98704,-0.14%,1.99666,-0.40%,-0.29436,-0.36%,-0.26118,0.05%,1.57931,-2.62%,-2.88579
2023-08-24,-1.83%,-1.60925,-0.87%,-0.97445,-1.17,-0.65713,-0.41,-0.13154,-1.00%,-0.9506,0.54%,0.02695,0.52,-0.00579,-0.14,0.11617,1.58,1.39966,1.59%,1.65541,1.09,0.78187,2.11%,1.15903,+1.10%,0.82368,-3.14,-3.36251,-1.53,-0.71899,0.11,0.44085,-5.83%,-6.71337,-1.82,-2.2671,0.93%,0.04439,-0.30%,-1.06674,0.29%,-0.07456,0.83%,0.9219,0.99%,0.78931,0.45%,0.71811,0.63%,0.09328,1.92%,1.67335,1.90%,2.08201,0.18%,0.1023,1.19%,-1.41107,1.27%,8.04506,1.08%,1.02103,1.08%,0.31905,2.12%,1.9739,1.08%,0.67959,0.61%,0.24177,0.44%,0.48409,1.15%,-1.50809
2023-08-25,-0.84%,-2.65931,+0.19%,-0.68547,2.14,0.94142,1.28,0.87211,+0.07%,-0.92998,-1.08%,-0.55238,-1.11,-0.59399,0.54,0.40556,-2.19,-0.64512,-1.87%,-0.31024,-1.37,-0.30119,-3.35%,-1.31502,-1.35%,-0.25618,1.08,-2.10065,1.04,-0.49525,0.13,0.23801,7.63%,1.35534,0.2,-1.61792,-0.24%,0.68791,-0.74%,-1.04344,-0.76%,-0.47158,-2.01%,-1.19346,-1.22%,-0.23605,-0.63%,-0.18141,-0.77%,-0.14926,-2.15%,-0.27353,-2.04%,-0.17206,-0.43%,-0.25398,0.34%,1.53367,3.23%,4.53669,-2.14%,-1.08114,0.19%,1.27423,-2.24%,-0.16464,-1.29%,-0.21884,-1.30%,-0.70632,-0.99%,-0.55966,0.10%,1.24654
2023-08-28,+1.39%,0.53667,+0.64%,0.82447,-0.26,1.87004,-0.73,0.5444,-0.29%,-0.21788,0.73%,-0.36574,0.69,-0.42002,0.09,0.63817,0.79,-1.42312,0.94%,-0.95022,0.64,-0.73645,0.41%,-2.9528,+0.67%,-0.68305,-0.23,0.83413,1.09,2.15248,0.18,0.3109,-8.84%,-1.87734,0.99,1.19153,0.34%,0.10117,1.07%,0.32076,0.60%,-0.16466,1.10%,-0.92798,0.86%,-0.37218,0.78%,0.14634,0.56%,-0.21397,0.82%,-1.34978,0.17%,-1.8707,0.27%,-0.16508,-0.67%,-0.33381,6.81%,10.25766,1.19%,-0.97522,-0.06%,0.13005,0.59%,-1.65883,0.20%,-1.08847,0.42%,-0.89312,0.59%,-0.40386,-0.46%,-0.36101
2023-08-29,-1.58%,-1.5764,-0.32%,-0.31721,1.11,0.84725,0.96,0.2258,+0.02%,0.02116,0.62%,1.35063,0.63,1.32982,-0.02,0.07694,0.76,1.55094,0.84%,1.79115,0.63,1.28249,1.21%,1.62497,+0.63%,1.30247,-0.6,-0.82528,-0.5,0.57734,0.33,0.51142,-3.83%,-12.32559,0.34,1.32827,0.59%,0.93406,0.73%,1.80544,0.23%,0.83873,0.37%,1.47266,0.78%,1.64837,-0.04%,0.7426,0.46%,1.01995,0.81%,1.64061,1.05%,1.22012,0.74%,1.00865,1.21%,0.53553,4.83%,11.96344,0.43%,1.6203,-0.02%,-0.07742,0.85%,1.44248,0.44%,0.64604,1.31%,1.72998,0.45%,1.0516,1.21%,0.74617
2023-08-30,-0.98%,-2.54259,-0.61%,-0.92519,0.75,1.87462,0.34,1.31076,-0.43%,-0.49449,0.85%,1.47254,0.85,1.48355,-0.51,-0.52844,2.14,2.91403,1.74%,2.59818,1.45,2.09549,2.59%,3.83105,+1.45%,2.08638,-2.05,-2.62349,-3.13,-3.62347,-0.27,0.05469,-4.18%,-7.84439,1.32,1.66604,0.88%,1.46989,0.30%,1.02675,0.83%,1.06498,2.35%,2.72915,0.78%,1.56655,0.28%,0.2394,0.41%,0.86956,2.11%,2.94244,2.46%,3.5365,1.68%,2.42525,0.95%,2.17175,1.45%,6.3459,0.74%,1.17227,1.15%,1.13652,2.38%,3.24945,0.69%,1.13538,1.57%,2.90348,0.80%,1.26243,1.37%,2.5987
2023-08-31,+0.34%,-0.64583,-0.11%,-0.71599,0.83,1.5868,0.35,0.70024,+0.41%,-0.02417,0.11%,0.95561,0.2,1.04642,-0.36,-0.86489,0.55,2.7083,0.54%,2.29242,0.39,1.84591,0.40%,2.99756,+0.38%,1.83971,-0.19,-2.2349,-0.25,-3.365,-0.11,-0.38161,-3.94%,-7.95756,0.58,1.91011,0.12%,0.99769,0.51%,0.80921,-0.03%,0.80025,0.33%,2.69076,0.44%,1.21899,-0.42%,-0.14618,0.17%,0.58667,0.83%,2.96239,0.35%,2.82309,0.15%,1.83104,-0.81%,0.12947,0.13%,1.57856,0.08%,0.81619,0.84%,2.00229,0.85%,3.25666,0.10%,0.79205,0.21%,1.79094,0.18%,0.98299,-0.63%,0.7283
2023-09-01,-0.62%,-0.28698,-0.61%,-0.72038,0.5,1.32716,-0.19,0.16104,+0.12%,0.53715,-0.48%,-0.37518,-0.47,-0.27517,0.45,0.08693,0.24,0.79626,0.11%,0.65413,-0.18,0.20525,0.74%,1.13953,-0.16%,0.22301,-0.14,-0.33981,-0.39,-0.63343,-0.05,-0.16399,-2.23%,-6.08997,2.45,3.04337,-0.40%,-0.27959,0.15%,0.66417,-1.21%,-1.23417,0.51%,0.83756,-0.51%,-0.06896,-1.03%,-1.45153,-0.54%,-0.36256,0.37%,1.20689,0.11%,0.46797,-0.05%,0.10187,0.20%,-0.61607,-0.66%,-0.53772,0.05%,0.12253,-0.47%,0.36816,0.37%,1.22879,-0.96%,-0.86102,-0.05%,0.15922,-0.86%,-0.68261,-0.12%,-0.755
2023-09-04,-1.20%,-1.82007,-0.19%,-0.80128,-0.93,-0.44057,0.29,0.09722,-0.57%,-0.44881,0.33%,-0.15055,0.26,-0.21169,0.6,1.04692,-0.14,0.09677,-0.02%,0.08916,0.12,-0.06078,0.32%,1.06809,+0.18%,0.01993,1.82,1.67802,0.28,-0.1229,-0.64,-0.69318,-3.54%,-5.69164,2.3,4.80216,0.80%,0.40143,2.05%,2.20859,0.23%,-0.97308,-0.54%,-0.03886,0.51%,0.00436,-0.52%,-1.54181,-0.83%,-1.36178,0.23%,0.59621,-0.54%,-0.42709,1.02%,0.96527,2.13%,2.33506,0.35%,-0.31043,-0.76%,-0.71148,0.81%,0.34255,0.16%,0.53558,1.15%,0.17558,-0.50%,-0.55143,0.94%,0.07518,1.07%,0.94363
